id,x,y,z,vx,vy,vz,radius,density,pressure,frame
991,-0.112,3.023,1.272,-0.004,-0.343,-1.951,0.1,1013.951,1.842,50
990,-0.197,3.063,1.265,-0.014,-0.34,-1.95,0.1,1014.29,4.422,50
989,-0.275,3.116,1.257,-0.027,-0.343,-1.95,0.1,1015.6,14.45,50
988,-0.325,3.183,1.247,-0.034,-0.34,-1.947,0.1,1015.574,14.247,50
987,-0.349,3.274,1.231,-0.03,-0.329,-1.947,0.1,1014.55,6.409,50
986,-0.357,3.366,1.216,-0.023,-0.318,-1.951,0.1,1014.826,8.512,50
985,-0.354,3.454,1.2,-0.03,-0.309,-1.954,0.1,1016.019,17.67,50
984,-0.323,3.535,1.192,-0.037,-0.296,-1.949,0.1,1014.913,9.183,50
983,-0.259,3.608,1.178,-0.026,-0.296,-1.949,0.1,1013.263,-3.383,50
982,-0.186,3.66,1.169,-0.012,-0.3,-1.955,0.1,1014.366,5,50
981,-0.11,3.701,1.16,-0.009,-0.29,-1.955,0.1,1016.478,21.205,50
980,-0.02,3.719,1.161,0.001,-0.275,-1.952,0.1,1015.505,13.714,50
979,0.078,3.71,1.163,0.007,-0.286,-1.952,0.1,1012.581,-8.542,50
978,0.157,3.677,1.167,0.009,-0.298,-1.958,0.1,1013.035,-5.107,50
977,0.231,3.634,1.173,0.018,-0.295,-1.952,0.1,1015.408,12.974,50
976,0.297,3.565,1.184,0.038,-0.292,-1.949,0.1,1017.458,28.799,50
975,0.344,3.481,1.199,0.031,-0.31,-1.95,0.1,1014.291,4.427,50
974,0.357,3.4,1.212,0.023,-0.318,-1.958,0.1,1012.393,-9.958,50
973,0.359,3.313,1.226,0.029,-0.324,-1.95,0.1,1012.946,-5.783,50
972,0.336,3.219,1.242,0.041,-0.333,-1.947,0.1,1015.895,16.711,50
971,0.293,3.138,1.253,0.025,-0.338,-1.952,0.1,1015.324,12.325,50
970,0.227,3.085,1.263,0.015,-0.335,-1.956,0.1,1013.043,-5.05,50
969,0.151,3.035,1.271,0.011,-0.346,-1.949,0.1,1013.063,-4.896,50
968,0.06,3.001,1.277,0.009,-0.358,-1.945,0.1,1015.12,10.764,50
967,-0.027,3.036,1.326,0.004,-0.343,-1.963,0.1,1019.025,41.021,50
966,-0.134,3.084,1.314,-0.004,-0.334,-1.96,0.1,1022.341,67.266,50
965,-0.236,3.134,1.308,-0.015,-0.335,-1.964,0.1,1018.358,35.805,50
964,-0.311,3.225,1.295,-0.019,-0.333,-1.964,0.1,1016.022,17.696,50
963,-0.314,3.337,1.273,-0.013,-0.326,-1.959,0.1,1023.839,79.295,50
962,-0.315,3.453,1.255,-0.016,-0.313,-1.964,0.1,1022.488,68.44,50
961,-0.285,3.566,1.238,-0.019,-0.309,-1.966,0.1,1013.642,-0.504,50
960,-0.18,3.614,1.227,-0.008,-0.314,-1.958,0.1,1029.149,122.778,50
959,-0.081,3.683,1.218,0.001,-0.298,-1.965,0.1,1019.726,46.524,50
958,0.03,3.71,1.214,0.002,-0.3,-1.968,0.1,1013.376,-2.527,50
957,0.127,3.639,1.222,0.003,-0.314,-1.958,0.1,1032.615,151.896,50
956,0.242,3.602,1.232,0.021,-0.308,-1.966,0.1,1014.326,4.696,50
955,0.311,3.514,1.247,0.019,-0.308,-1.967,0.1,1014.502,6.042,50
954,0.304,3.391,1.263,0.008,-0.32,-1.959,0.1,1032.232,148.65,50
953,0.333,3.279,1.284,0.02,-0.329,-1.967,0.1,1012.096,-12.19,50
952,0.28,3.18,1.303,0.023,-0.329,-1.965,0.1,1017.269,27.327,50
951,0.176,3.114,1.309,0.007,-0.33,-1.96,0.1,1027.417,108.447,50
950,0.091,3.041,1.323,0.005,-0.342,-1.966,0.1,1012.81,-6.808,50
949,-0.001,3.17,1.292,-0.004,-0.353,-1.925,0.1,1001.809,-87.265,50
948,-0.098,3.197,1.285,-0.02,-0.345,-1.918,0.1,1003.664,-74.066,50
947,-0.172,3.267,1.277,-0.032,-0.335,-1.926,0.1,1002.863,-79.786,50
946,-0.196,3.365,1.258,-0.035,-0.315,-1.92,0.1,1002.99,-78.881,50
945,-0.172,3.463,1.245,-0.032,-0.3,-1.93,0.1,1004.019,-71.524,50
944,-0.097,3.532,1.23,-0.015,-0.285,-1.924,0.1,1003.439,-75.678,50
943,0.001,3.561,1.229,-0.002,-0.281,-1.933,0.1,1003.494,-75.282,50
942,0.099,3.532,1.23,0.019,-0.291,-1.924,0.1,1005.471,-61.067,50
941,0.172,3.462,1.245,0.033,-0.301,-1.931,0.1,1002.417,-82.959,50
940,0.196,3.364,1.258,0.029,-0.321,-1.921,0.1,1006.257,-55.366,50
939,0.171,3.266,1.277,0.029,-0.34,-1.927,0.1,1001.374,-90.344,50
938,0.097,3.197,1.285,0.013,-0.346,-1.918,0.1,1005.103,-63.729,50
937,0.107,3.43,1.279,0.017,-0.309,-1.936,0.1,1057.909,382.99,50
936,0.106,3.309,1.299,0.016,-0.329,-1.934,0.1,1057.548,379.449,50
935,0,3.249,1.309,-0.002,-0.337,-1.934,0.1,1057.133,375.396,50
934,-0.106,3.31,1.299,-0.017,-0.326,-1.935,0.1,1057.245,376.484,50
933,-0.106,3.431,1.279,-0.015,-0.308,-1.936,0.1,1057.848,382.392,50
932,0,3.491,1.269,0.001,-0.3,-1.936,0.1,1058.255,386.387,50
931,0,3.373,1.308,-0.001,-0.323,-1.952,0.1,1028.915,120.833,50
930,-0.028,2.973,1.185,-0.002,-0.362,-1.923,0.1,1021.683,62.019,50
929,-0.119,2.999,1.181,-0.015,-0.359,-1.921,0.1,1020.369,51.598,50
928,-0.2,3.04,1.173,-0.023,-0.355,-1.92,0.1,1020.792,54.945,50
927,-0.277,3.095,1.165,-0.031,-0.351,-1.922,0.1,1022.175,65.942,50
926,-0.33,3.169,1.153,-0.043,-0.339,-1.917,0.1,1022.888,71.645,50
925,-0.357,3.258,1.137,-0.051,-0.328,-1.914,0.1,1022.26,66.617,50
924,-0.368,3.347,1.124,-0.053,-0.317,-1.916,0.1,1022.274,66.735,50
923,-0.362,3.441,1.109,-0.056,-0.302,-1.918,0.1,1023.942,80.128,50
922,-0.323,3.521,1.094,-0.048,-0.284,-1.913,0.1,1024.101,81.405,50
921,-0.262,3.595,1.081,-0.044,-0.272,-1.912,0.1,1023.711,78.266,50
920,-0.195,3.654,1.075,-0.032,-0.264,-1.921,0.1,1023.132,73.607,50
919,-0.11,3.696,1.068,-0.016,-0.26,-1.924,0.1,1023.811,79.071,50
918,-0.02,3.705,1.063,0,-0.259,-1.919,0.1,1023.415,75.881,50
917,0.077,3.697,1.064,0.011,-0.257,-1.918,0.1,1023.027,72.763,50
916,0.162,3.674,1.072,0.027,-0.262,-1.925,0.1,1022.707,70.194,50
915,0.239,3.621,1.078,0.035,-0.277,-1.923,0.1,1023.069,73.097,50
914,0.299,3.551,1.088,0.039,-0.288,-1.92,0.1,1023.083,73.21,50
913,0.347,3.471,1.103,0.048,-0.297,-1.919,0.1,1022.676,69.948,50
912,0.369,3.384,1.119,0.053,-0.314,-1.924,0.1,1021.878,63.576,50
911,0.363,3.294,1.13,0.046,-0.325,-1.921,0.1,1021.691,62.082,50
910,0.339,3.203,1.145,0.04,-0.33,-1.924,0.1,1021.449,60.157,50
909,0.3,3.121,1.161,0.037,-0.343,-1.924,0.1,1021.751,62.559,50
908,0.232,3.058,1.172,0.027,-0.354,-1.924,0.1,1020.523,52.818,50
907,0.152,3.015,1.176,0.017,-0.356,-1.922,0.1,1020.777,54.826,50
906,0.063,2.983,1.182,0.011,-0.356,-1.925,0.1,1021.057,57.045,50
905,-0.025,3.067,1.211,0.003,-0.336,-1.934,0.1,1025.084,89.366,50
904,-0.117,3.103,1.204,-0.004,-0.331,-1.935,0.1,1028.494,117.34,50
903,-0.201,3.15,1.197,-0.014,-0.328,-1.934,0.1,1024.22,82.368,50
902,-0.262,3.229,1.187,-0.014,-0.329,-1.929,0.1,1026.438,100.408,50
901,-0.274,3.325,1.167,-0.013,-0.322,-1.93,0.1,1029.427,125.096,50
900,-0.275,3.421,1.151,-0.016,-0.311,-1.932,0.1,1024.975,88.486,50
899,-0.237,3.514,1.142,-0.016,-0.31,-1.927,0.1,1029.12,122.535,50
898,-0.158,3.571,1.125,-0.009,-0.305,-1.93,0.1,1029.747,127.76,50
897,-0.074,3.619,1.119,-0.001,-0.298,-1.93,0.1,1025.056,89.141,50
896,0.025,3.634,1.121,-0.002,-0.3,-1.93,0.1,1029.547,126.094,50
895,0.117,3.595,1.119,0.007,-0.304,-1.935,0.1,1028.861,120.383,50
894,0.2,3.548,1.132,0.016,-0.308,-1.929,0.1,1025.454,92.375,50
893,0.261,3.469,1.148,0.014,-0.307,-1.93,0.1,1027.181,106.5,50
892,0.275,3.371,1.156,0.015,-0.318,-1.938,0.1,1027.659,110.44,50
891,0.276,3.277,1.178,0.014,-0.326,-1.931,0.1,1026.169,98.209,50
890,0.235,3.187,1.192,0.016,-0.325,-1.933,0.1,1025.057,89.15,50
889,0.157,3.125,1.198,0.008,-0.33,-1.938,0.1,1027.52,109.296,50
888,0.075,3.077,1.211,0.001,-0.335,-1.932,0.1,1025.176,90.114,50
887,0.001,3.169,1.205,-0.001,-0.353,-1.898,0.1,1038.046,198.722,50
886,-0.091,3.197,1.2,-0.02,-0.344,-1.895,0.1,1037.192,191.261,50
885,-0.159,3.259,1.191,-0.036,-0.334,-1.9,0.1,1038.578,203.392,50
884,-0.18,3.351,1.175,-0.037,-0.312,-1.895,0.1,1038.236,200.388,50
883,-0.16,3.441,1.161,-0.036,-0.293,-1.902,0.1,1039.278,209.555,50
882,-0.09,3.505,1.149,-0.018,-0.279,-1.896,0.1,1038.623,203.78,50
881,-0.001,3.533,1.146,0,-0.272,-1.904,0.1,1039.967,215.641,50
880,0.09,3.505,1.148,0.021,-0.283,-1.898,0.1,1037.371,192.822,50
879,0.159,3.442,1.16,0.036,-0.294,-1.904,0.1,1039.622,212.589,50
878,0.18,3.35,1.173,0.034,-0.317,-1.898,0.1,1036.005,180.955,50
877,0.16,3.26,1.19,0.034,-0.335,-1.9,0.1,1038.405,201.869,50
876,0.089,3.196,1.199,0.015,-0.345,-1.896,0.1,1036.264,183.192,50
875,0.083,3.399,1.174,-0.015,-0.323,-1.888,0.1,1034.483,167.841,50
874,0.083,3.304,1.19,-0.017,-0.307,-1.894,0.1,1033.397,158.546,50
873,0,3.257,1.197,-0.002,-0.297,-1.896,0.1,1032.604,151.809,50
872,-0.084,3.304,1.19,0.014,-0.306,-1.892,0.1,1032.92,154.492,50
871,-0.083,3.4,1.174,0.015,-0.323,-1.885,0.1,1034.609,168.917,50
870,0,3.447,1.167,0,-0.331,-1.883,0.1,1035.401,175.732,50
869,0.001,3.364,1.249,0,-0.321,-1.931,0.1,978.997,-238.075,50
868,-0.028,2.967,1.107,-0.006,-0.407,-1.891,0.1,1025.977,96.639,50
867,-0.112,2.996,1.103,-0.029,-0.4,-1.896,0.1,1024.994,88.639,50
866,-0.195,3.037,1.095,-0.047,-0.392,-1.895,0.1,1026.585,101.612,50
865,-0.272,3.089,1.087,-0.065,-0.38,-1.895,0.1,1026.315,99.406,50
864,-0.323,3.156,1.076,-0.085,-0.365,-1.885,0.1,1028.989,121.447,50
863,-0.348,3.247,1.061,-0.099,-0.336,-1.887,0.1,1029.2,123.2,50
862,-0.357,3.338,1.047,-0.106,-0.312,-1.891,0.1,1030.088,130.609,50
861,-0.354,3.426,1.033,-0.108,-0.289,-1.888,0.1,1031.045,138.638,50
860,-0.321,3.504,1.019,-0.099,-0.259,-1.884,0.1,1033.17,156.616,50
859,-0.256,3.58,1.006,-0.076,-0.227,-1.888,0.1,1033.4,158.575,50
858,-0.187,3.633,0.999,-0.056,-0.209,-1.901,0.1,1030.868,137.144,50
857,-0.11,3.674,0.992,-0.037,-0.208,-1.905,0.1,1029.569,126.273,50
856,-0.022,3.689,0.989,-0.006,-0.201,-1.902,0.1,1029.853,128.644,50
855,0.08,3.679,0.989,0.031,-0.206,-1.9,0.1,1030.902,137.43,50
854,0.159,3.651,0.994,0.054,-0.212,-1.907,0.1,1029.257,123.676,50
853,0.231,3.606,1.002,0.062,-0.232,-1.904,0.1,1029.125,122.576,50
852,0.296,3.537,1.013,0.082,-0.253,-1.899,0.1,1028.3,115.737,50
851,0.343,3.452,1.027,0.099,-0.287,-1.894,0.1,1029.008,121.61,50
850,0.359,3.371,1.04,0.102,-0.307,-1.903,0.1,1026.851,103.794,50
849,0.356,3.286,1.052,0.089,-0.326,-1.901,0.1,1026.726,102.768,50
848,0.334,3.19,1.069,0.083,-0.346,-1.9,0.1,1025.227,90.531,50
847,0.292,3.111,1.084,0.072,-0.375,-1.895,0.1,1025.811,95.283,50
846,0.227,3.056,1.092,0.056,-0.386,-1.901,0.1,1024.503,84.657,50
845,0.15,3.011,1.098,0.037,-0.392,-1.898,0.1,1025.425,92.139,50
844,0.059,2.975,1.104,0.018,-0.397,-1.9,0.1,1023.931,80.035,50
843,-0.024,3.047,1.075,-0.004,-0.364,-1.844,0.1,1055.429,358.822,50
842,-0.115,3.084,1.074,-0.015,-0.348,-1.835,0.1,1055.439,358.923,50
841,-0.2,3.13,1.06,-0.034,-0.345,-1.852,0.1,1052.931,334.825,50
840,-0.26,3.206,1.046,-0.05,-0.334,-1.839,0.1,1056.715,371.312,50
839,-0.271,3.304,1.039,-0.044,-0.314,-1.813,0.1,1057.875,382.653,50
838,-0.271,3.399,1.021,-0.046,-0.292,-1.821,0.1,1055.548,359.976,50
837,-0.237,3.49,0.999,-0.049,-0.266,-1.827,0.1,1061.131,414.898,50
836,-0.155,3.548,1.003,-0.029,-0.258,-1.801,0.1,1057.989,383.77,50
835,-0.073,3.596,0.987,-0.013,-0.245,-1.834,0.1,1055.613,360.608,50
834,0.025,3.612,0.978,0.012,-0.231,-1.839,0.1,1061.766,421.252,50
833,0.116,3.571,1,0.024,-0.254,-1.81,0.1,1053.785,342.994,50
832,0.201,3.524,0.994,0.044,-0.269,-1.852,0.1,1054.106,346.069,50
831,0.261,3.446,1.006,0.061,-0.282,-1.842,0.1,1058.333,387.156,50
830,0.27,3.351,1.035,0.047,-0.3,-1.823,0.1,1051.036,316.844,50
829,0.276,3.252,1.035,0.05,-0.326,-1.867,0.1,1053.137,336.794,50
828,0.234,3.165,1.055,0.047,-0.343,-1.849,0.1,1055.6,360.481,50
827,0.155,3.109,1.072,0.027,-0.341,-1.835,0.1,1052.646,332.107,50
826,0.074,3.054,1.067,0.015,-0.361,-1.869,0.1,1052.9,334.529,50
825,0.001,3.151,1.082,0.005,-0.377,-1.72,0.1,1044.332,254.783,50
824,-0.09,3.177,1.072,-0.034,-0.352,-1.751,0.1,1040.865,223.615,50
823,-0.157,3.24,1.068,-0.074,-0.338,-1.72,0.1,1045.428,264.769,50
822,-0.179,3.33,1.048,-0.067,-0.296,-1.74,0.1,1045.495,265.385,50
821,-0.158,3.42,1.04,-0.08,-0.241,-1.711,0.1,1050.032,307.405,50
820,-0.089,3.484,1.024,-0.032,-0.229,-1.735,0.1,1047.826,286.832,50
819,0.001,3.512,1.025,0.006,-0.188,-1.713,0.1,1050.631,313.029,50
818,0.091,3.483,1.024,0.045,-0.235,-1.745,0.1,1045.081,261.6,50
817,0.159,3.421,1.039,0.084,-0.245,-1.726,0.1,1047.184,280.898,50
816,0.18,3.329,1.048,0.07,-0.302,-1.755,0.1,1041.459,228.912,50
815,0.158,3.241,1.068,0.079,-0.334,-1.729,0.1,1044.601,257.228,50
814,0.089,3.177,1.072,0.032,-0.355,-1.755,0.1,1039.647,212.81,50
813,0.091,3.387,1.072,0.015,-0.296,-1.789,0.1,1062.856,432.225,50
812,0.091,3.283,1.089,0.015,-0.311,-1.793,0.1,1061.492,418.508,50
811,0,3.232,1.097,0.001,-0.317,-1.791,0.1,1061.745,421.046,50
810,-0.091,3.283,1.089,-0.012,-0.31,-1.789,0.1,1062.083,424.442,50
809,-0.091,3.387,1.073,-0.008,-0.296,-1.781,0.1,1064.1,444.818,50
808,0,3.439,1.064,0.004,-0.289,-1.78,0.1,1064.584,449.74,50
807,0,3.332,1.062,0.001,-0.278,-1.633,0.1,1034.614,168.961,50
806,-0.028,2.924,0.962,-0.014,-0.559,-1.701,0.1,1034.107,164.614,50
805,-0.116,2.956,0.957,-0.075,-0.524,-1.719,0.1,1029.18,123.037,50
804,-0.205,2.998,0.951,-0.125,-0.502,-1.717,0.1,1032.173,148.154,50
803,-0.287,3.052,0.943,-0.178,-0.474,-1.712,0.1,1035.339,175.195,50
802,-0.341,3.121,0.935,-0.23,-0.446,-1.686,0.1,1040.129,217.077,50
801,-0.366,3.218,0.919,-0.269,-0.352,-1.68,0.1,1041.575,229.943,50
800,-0.374,3.315,0.904,-0.289,-0.285,-1.671,0.1,1040.539,220.713,50
799,-0.373,3.408,0.889,-0.304,-0.214,-1.629,0.1,1049.726,304.537,50
798,-0.341,3.493,0.88,-0.282,-0.142,-1.665,0.1,1048.77,295.604,50
797,-0.272,3.571,0.866,-0.199,-0.038,-1.675,0.1,1050.099,308.028,50
796,-0.195,3.626,0.855,-0.14,0.01,-1.687,0.1,1040.66,221.792,50
795,-0.117,3.668,0.845,-0.1,0.012,-1.724,0.1,1044.465,255.997,50
794,-0.021,3.688,0.845,-0.023,0.018,-1.753,0.1,1039.045,207.5,50
793,0.083,3.676,0.848,0.091,0.004,-1.735,0.1,1043.281,245.268,50
792,0.166,3.643,0.852,0.139,-0.011,-1.708,0.1,1037.981,198.152,50
791,0.242,3.597,0.858,0.166,-0.055,-1.733,0.1,1044.637,257.553,50
790,0.314,3.525,0.87,0.233,-0.119,-1.729,0.1,1041.983,233.598,50
789,0.361,3.434,0.886,0.279,-0.229,-1.708,0.1,1042.556,238.736,50
788,0.374,3.349,0.897,0.265,-0.271,-1.718,0.1,1032.662,152.294,50
787,0.375,3.259,0.911,0.248,-0.318,-1.742,0.1,1037.048,190.005,50
786,0.353,3.16,0.927,0.23,-0.388,-1.742,0.1,1034.147,164.956,50
785,0.306,3.075,0.938,0.199,-0.471,-1.708,0.1,1036.638,186.442,50
784,0.236,3.021,0.947,0.151,-0.481,-1.73,0.1,1028.206,114.954,50
783,0.157,2.97,0.955,0.105,-0.503,-1.737,0.1,1031.796,144.968,50
782,0.063,2.933,0.962,0.046,-0.525,-1.744,0.1,1030.403,133.25,50
781,-0.027,2.972,1.007,-0.01,-0.457,-1.781,0.1,1061.175,415.341,50
780,-0.139,3.02,0.996,-0.063,-0.45,-1.776,0.1,1061.238,415.962,50
779,-0.243,3.072,0.989,-0.091,-0.416,-1.789,0.1,1058.423,388.038,50
778,-0.323,3.167,0.976,-0.157,-0.374,-1.768,0.1,1063.27,436.406,50
777,-0.326,3.283,0.956,-0.168,-0.321,-1.751,0.1,1075.632,565.894,50
776,-0.326,3.403,0.937,-0.138,-0.264,-1.755,0.1,1080.38,618.052,50
775,-0.296,3.522,0.92,-0.169,-0.156,-1.752,0.1,1064.974,453.722,50
774,-0.187,3.571,0.91,-0.094,-0.142,-1.75,0.1,1087.483,698.69,50
773,-0.083,3.643,0.899,-0.03,-0.128,-1.794,0.1,1073.095,538.583,50
772,0.032,3.673,0.894,0.022,-0.069,-1.795,0.1,1055.389,358.442,50
771,0.131,3.596,0.904,0.072,-0.139,-1.769,0.1,1083.402,651.972,50
770,0.252,3.558,0.912,0.128,-0.179,-1.796,0.1,1062.156,425.166,50
769,0.324,3.468,0.928,0.176,-0.211,-1.786,0.1,1060.731,410.902,50
768,0.314,3.339,0.944,0.153,-0.289,-1.782,0.1,1074.524,553.919,50
767,0.345,3.223,0.963,0.159,-0.346,-1.802,0.1,1048.073,289.123,50
766,0.29,3.121,0.983,0.137,-0.387,-1.79,0.1,1060.475,408.351,50
765,0.182,3.052,0.99,0.091,-0.427,-1.783,0.1,1064.582,449.722,50
764,0.094,2.977,1.003,0.048,-0.449,-1.803,0.1,1045.216,262.831,50
763,-0.001,3.104,0.988,0.002,-0.468,-1.567,0.1,1079.723,610.753,50
762,-0.105,3.135,0.98,-0.085,-0.426,-1.63,0.1,1060.37,407.307,50
761,-0.185,3.208,0.972,-0.167,-0.381,-1.578,0.1,1081.474,630.266,50
760,-0.21,3.314,0.953,-0.168,-0.286,-1.609,0.1,1069.187,497.258,50
759,-0.186,3.42,0.941,-0.184,-0.164,-1.553,0.1,1092.088,752.699,50
758,-0.104,3.494,0.926,-0.08,-0.114,-1.597,0.1,1077.084,581.694,50
757,0,3.527,0.924,0.004,-0.041,-1.561,0.1,1093.362,767.875,50
756,0.107,3.492,0.926,0.107,-0.133,-1.612,0.1,1073.454,542.419,50
755,0.186,3.419,0.939,0.187,-0.172,-1.592,0.1,1085.216,672.61,50
754,0.208,3.311,0.953,0.167,-0.296,-1.632,0.1,1064.416,448.036,50
753,0.184,3.207,0.972,0.172,-0.377,-1.592,0.1,1078.291,594.931,50
752,0.103,3.134,0.98,0.081,-0.427,-1.632,0.1,1059.538,399.053,50
751,0.113,3.382,0.971,0.07,-0.25,-1.644,0.1,1105.067,912.426,50
750,0.112,3.254,0.991,0.069,-0.323,-1.648,0.1,1103.317,890.227,50
749,-0.001,3.191,1.001,0,-0.357,-1.635,0.1,1105.155,913.556,50
748,-0.112,3.255,0.991,-0.063,-0.319,-1.64,0.1,1104.231,901.793,50
747,-0.111,3.383,0.972,-0.053,-0.244,-1.628,0.1,1108.445,955.887,50
746,0.001,3.446,0.962,0.011,-0.21,-1.626,0.1,1109.863,974.372,50
745,0,3.321,1,0.003,-0.274,-1.552,0.1,1109.536,970.098,50
744,-0.03,2.892,0.884,-0.025,-0.742,-1.526,0.1,1050.62,312.925,50
743,-0.129,2.921,0.878,-0.156,-0.689,-1.552,0.1,1037.992,198.246,50
742,-0.214,2.965,0.871,-0.219,-0.651,-1.556,0.1,1045.483,265.275,50
741,-0.295,3.023,0.862,-0.283,-0.598,-1.561,0.1,1052.884,334.376,50
740,-0.357,3.103,0.854,-0.41,-0.51,-1.5,0.1,1064.931,453.285,50
739,-0.389,3.2,0.84,-0.487,-0.384,-1.485,0.1,1052.916,334.685,50
738,-0.402,3.295,0.827,-0.503,-0.297,-1.483,0.1,1048.278,291.028,50
737,-0.398,3.399,0.815,-0.519,-0.142,-1.408,0.1,1068.323,488.252,50
736,-0.353,3.49,0.798,-0.444,0.014,-1.487,0.1,1070.285,508.78,50
735,-0.289,3.574,0.785,-0.385,0.158,-1.477,0.1,1061.403,417.614,50
734,-0.214,3.638,0.776,-0.262,0.245,-1.514,0.1,1052.775,333.336,50
733,-0.12,3.681,0.764,-0.119,0.242,-1.587,0.1,1059.753,401.181,50
732,-0.021,3.69,0.759,-0.024,0.257,-1.649,0.1,1054.255,347.508,50
731,0.084,3.684,0.762,0.109,0.286,-1.59,0.1,1055.302,357.597,50
730,0.179,3.657,0.77,0.237,0.226,-1.531,0.1,1056.256,366.842,50
729,0.261,3.596,0.776,0.323,0.096,-1.567,0.1,1062.849,432.152,50
728,0.325,3.519,0.786,0.384,0.008,-1.575,0.1,1063.544,439.173,50
727,0.379,3.432,0.803,0.478,-0.104,-1.538,0.1,1057.979,383.672,50
726,0.402,3.334,0.817,0.463,-0.257,-1.555,0.1,1043.698,249.039,50
725,0.392,3.237,0.827,0.422,-0.358,-1.596,0.1,1052.972,335.214,50
724,0.364,3.142,0.841,0.389,-0.424,-1.607,0.1,1051.361,319.918,50
723,0.324,3.052,0.859,0.373,-0.556,-1.534,0.1,1052.685,332.48,50
722,0.248,2.984,0.868,0.246,-0.627,-1.572,0.1,1037.49,193.858,50
721,0.163,2.939,0.872,0.168,-0.66,-1.592,0.1,1045.912,269.201,50
720,0.069,2.907,0.876,0.095,-0.667,-1.617,0.1,1044.335,254.816,50
719,-0.025,3,0.905,-0.02,-0.545,-1.61,0.1,1098.386,828.787,50
718,-0.123,3.038,0.896,-0.104,-0.493,-1.646,0.1,1095.395,792.327,50
717,-0.212,3.087,0.888,-0.166,-0.485,-1.66,0.1,1080.726,621.908,50
716,-0.275,3.17,0.88,-0.232,-0.408,-1.619,0.1,1088.438,709.779,50
715,-0.289,3.272,0.863,-0.239,-0.318,-1.587,0.1,1107.393,942.267,50
714,-0.29,3.374,0.846,-0.265,-0.223,-1.578,0.1,1093.612,770.872,50
713,-0.251,3.472,0.836,-0.238,-0.106,-1.588,0.1,1093.635,771.146,50
712,-0.168,3.535,0.823,-0.143,-0.034,-1.529,0.1,1123.013,1152.649,50
711,-0.078,3.587,0.812,-0.064,0.028,-1.648,0.1,1085.581,676.789,50
710,0.026,3.602,0.814,0.025,0.05,-1.628,0.1,1099.977,848.435,50
709,0.125,3.56,0.815,0.129,-0.021,-1.561,0.1,1117.351,1074.339,50
708,0.214,3.508,0.824,0.216,-0.098,-1.663,0.1,1076.607,576.484,50
707,0.276,3.426,0.841,0.258,-0.154,-1.625,0.1,1093.185,765.763,50
706,0.291,3.32,0.849,0.253,-0.28,-1.627,0.1,1100.795,858.599,50
705,0.291,3.22,0.868,0.248,-0.361,-1.705,0.1,1069.6,501.585,50
704,0.248,3.127,0.884,0.221,-0.427,-1.631,0.1,1093.141,765.239,50
703,0.165,3.062,0.89,0.123,-0.484,-1.648,0.1,1096.957,811.294,50
702,0.078,3.011,0.9,0.086,-0.536,-1.697,0.1,1072.552,532.785,50
701,0.001,3.097,0.914,0.009,-0.559,-1.409,0.1,1132.772,1293.31,50
700,-0.101,3.13,0.904,-0.122,-0.492,-1.534,0.1,1095.566,794.395,50
699,-0.179,3.197,0.898,-0.255,-0.421,-1.432,0.1,1131.875,1280.061,50
698,-0.2,3.301,0.881,-0.235,-0.293,-1.502,0.1,1105.245,914.698,50
697,-0.181,3.404,0.87,-0.267,-0.098,-1.387,0.1,1141.804,1430.124,50
696,-0.099,3.473,0.856,-0.105,-0.045,-1.468,0.1,1114.693,1038.384,50
695,-0.001,3.509,0.855,0.001,0.084,-1.402,0.1,1141.271,1421.858,50
694,0.102,3.472,0.854,0.156,-0.065,-1.486,0.1,1110.69,985.211,50
693,0.18,3.404,0.867,0.276,-0.101,-1.445,0.1,1135.41,1332.594,50
692,0.2,3.298,0.878,0.252,-0.297,-1.535,0.1,1100.724,857.718,50
691,0.18,3.199,0.897,0.268,-0.406,-1.451,0.1,1130.405,1258.521,50
690,0.099,3.129,0.904,0.129,-0.49,-1.538,0.1,1095.2,789.964,50
689,0.089,3.353,0.891,0.148,-0.19,-1.394,0.1,1113.046,1016.369,50
688,0.088,3.252,0.904,0.147,-0.339,-1.4,0.1,1113.144,1017.682,50
687,0,3.203,0.913,-0.001,-0.402,-1.369,0.1,1116.04,1056.546,50
686,-0.089,3.253,0.905,-0.133,-0.336,-1.393,0.1,1112.438,1008.295,50
685,-0.088,3.353,0.892,-0.114,-0.19,-1.361,0.1,1116.282,1059.82,50
684,0.001,3.403,0.886,0.016,-0.114,-1.352,0.1,1116.342,1060.632,50
683,0.001,3.311,0.945,0.009,-0.286,-1.523,0.1,1145.184,1483.012,50
682,-0.03,2.868,0.817,-0.021,-0.923,-1.395,0.1,1041.287,227.372,50
681,-0.126,2.901,0.809,-0.156,-0.863,-1.433,0.1,1049.435,301.814,50
680,-0.22,2.947,0.801,-0.326,-0.783,-1.456,0.1,1064.002,443.827,50
679,-0.304,3.006,0.793,-0.423,-0.68,-1.456,0.1,1058.34,387.221,50
678,-0.365,3.077,0.79,-0.518,-0.67,-1.339,0.1,1072.079,527.755,50
677,-0.399,3.182,0.774,-0.68,-0.478,-1.352,0.1,1078.505,597.29,50
676,-0.412,3.288,0.759,-0.746,-0.251,-1.386,0.1,1067.732,482.107,50
675,-0.413,3.39,0.752,-0.847,-0.061,-1.244,0.1,1097.624,819.442,50
674,-0.372,3.48,0.734,-0.659,0.067,-1.376,0.1,1082.918,646.501,50
